center of buoyancy,Prismatic coefficient,Length-displacement ratio,Beam-draught ratio,Length-beam ratio,Froude number,class
-2.3,0.568,4.78,3.17,0.125,0.11,1
-2.3,0.568,4.78,3.17,0.15,0.27,2
-2.3,0.568,4.78,3.17,0.175,0.47,5
-2.3,0.568,4.78,3.17,0.2,0.78,2
-2.3,0.568,4.78,3.17,0.225,1.18,5
-2.3,0.568,4.78,3.17,0.25,1.82,5
-2.3,0.568,4.78,3.17,0.275,2.61,5
-2.3,0.568,4.78,3.17,0.3,3.76,1
-2.3,0.568,4.78,3.17,0.325,4.99,1
-2.3,0.568,4.78,3.17,0.35,7.16,5
-2.3,0.568,4.78,3.17,0.375,11.93,1
-2.3,0.568,4.78,3.17,0.4,20.11,3
-2.3,0.568,4.78,3.17,0.425,32.75,1
-2.3,0.568,4.78,3.17,0.45,49.49,3
-2.3,0.569,4.78,3.64,0.125,0.04,5
-2.3,0.569,4.78,3.64,0.15,0.17,2
-2.3,0.569,4.78,3.64,0.175,0.37,5
-2.3,0.569,4.78,3.64,0.2,0.66,2
-2.3,0.569,4.78,3.64,0.225,1.06,2
-2.3,0.569,4.78,3.64,0.25,1.59,1
-2.3,0.569,4.78,3.64,0.275,2.33,5
-2.3,0.569,4.78,3.64,0.3,3.29,3
-2.3,0.569,4.78,3.64,0.325,4.61,4
-2.3,0.569,4.78,3.64,0.35,7.11,2
-2.3,0.569,4.78,3.64,0.375,11.99,3
-2.3,0.569,4.78,3.64,0.4,21.09,3
-2.3,0.569,4.78,3.64,0.425,35.01,1
-2.3,0.569,4.78,3.64,0.45,51.8,5
-2.3,0.565,4.78,2.76,0.125,0.09,4
-2.3,0.565,4.78,2.76,0.15,0.29,2
-2.3,0.565,4.78,2.76,0.175,0.56,5
-2.3,0.565,4.78,2.76,0.2,0.86,1
-2.3,0.565,4.78,2.76,0.225,1.31,5
-2.3,0.565,4.78,2.76,0.25,1.99,2
-2.3,0.565,4.78,2.76,0.275,2.94,2
-2.3,0.565,4.78,2.76,0.3,4.21,2
-2.3,0.565,4.78,2.76,0.325,5.54,2
-2.3,0.565,4.78,2.76,0.35,8.25,5
-2.3,0.565,4.78,2.76,0.375,13.08,1
-2.3,0.565,4.78,2.76,0.4,21.4,5
-2.3,0.565,4.78,2.76,0.425,33.14,4
-2.3,0.565,4.78,2.76,0.45,50.14,3
-2.3,0.564,5.1,3.53,0.125,0.2,5
-2.3,0.564,5.1,3.53,0.15,0.35,1
-2.3,0.564,5.1,3.53,0.175,0.65,4
-2.3,0.564,5.1,3.53,0.2,0.93,3
-2.3,0.564,5.1,3.53,0.225,1.37,3
-2.3,0.564,5.1,3.53,0.25,1.97,2
-2.3,0.564,5.1,3.53,0.275,2.83,5
-2.3,0.564,5.1,3.53,0.3,3.99,1
-2.3,0.564,5.1,3.53,0.325,5.19,5
-2.3,0.564,5.1,3.53,0.35,8.03,5
-2.3,0.564,5.1,3.53,0.375,12.86,2
-2.3,0.564,5.1,3.53,0.4,21.51,3
-2.3,0.564,5.1,3.53,0.425,33.97,2
-2.3,0.564,5.1,3.53,0.45,50.36,5
-2.4,0.574,4.36,2.76,0.125,0.2,3
-2.4,0.574,4.36,2.76,0.15,0.35,2
-2.4,0.574,4.36,2.76,0.175,0.65,3
